Site identifier,Site,Longitude,Latitude,Lab sample identifier,Material,AMS date on cereal?,14C age BP,1-sigma uncertainty,Age range (BC/AD),Age range lower (BP),Age range upper (BP),Reference,Crops Present,Wheat,Barley,Foxtail millet,Broomcorn millet,Millet (unidentified),Rice,Rice (wild),Echnicloa,Paspalum,Sorghum,Oat,Rye,Buckwheat,Bracharia,Eleusine coracana,Pennesitum
252,Kumutula Grottoes,82.7,41.7,ZK-2428,Wheat straws,TRUE,1400,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2433,Wheat straws,TRUE,1450,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2437,Wheat straws,TRUE,1810,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2435,Wheat straws,TRUE,950,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2440,Wheat straws,TRUE,1110,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2441,Wheat straws,TRUE,1390,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2438,Wheat straws,TRUE,1530,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2434,Wheat straws,TRUE,1540,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2430,Wheat straws,TRUE,1720,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
253,Kunal,75.66,29.63,R 28680/4,Triticum sp.,TRUE,3550,40,,,,Liu et al. 2016,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
253,Kunal,75.66,29.63,Beta-422013,Wheat,TRUE,3150,30,,,,Liu et al. 2016,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
254,Kunal,75.66,29.63,,,FALSE,,,2500-2200 BC,4450,4150,Saraswat and Pokharia 2003,"Wheat, barley, rice, sorghum",TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,
255,Kunal,75.66,29.63,,,FALSE,,,2850-2500 BC,4800,4450,Saraswat and Pokharia 2003,"Wheat, barley, rice,",TRUE,TRUE,,,,TRUE,,,,,,,,,,
256,Kunjhun,89.16,24.52,,,FALSE,,,3500-2500 BC,5450,4450,Clark & Khanna 1989,Rice,,,,,,TRUE,,,,,,,,,,
257,Kunnatur,79.97,12.69,,,FALSE,,,300 BC- 100 AD,2250,1850,Vishnu-Mitre 1989,Rice,,,,,,TRUE,,,,,,,,,,
258,Kuo-yie/ Suo-kang phase,119.65,23.57,,,FALSE,,,2500-1500 BC,4450,3450,Bellwood 2007,Rice,,,,,,TRUE,,,,,,,,,,
259,Kyung-lung Mesa,,,BA111238,Hordeum grain,TRUE,1190,20,,,,d'Alpoim Guedes 2013,"Wheat, barley, buckwheat",TRUE,TRUE,,,,,,,,,,,TRUE,,,
259,Kyung-lung Mesa,,,BA111237,Dung,FALSE,1260,20,,,,d'Alpoim Guedes 2013,"Wheat, barley, buckwheat",TRUE,TRUE,,,,,,,,,,,TRUE,,,
259,Kyung-lung Mesa,,,BA111236,Twig,FALSE,1740,20,,,,d'Alpoim Guedes 2013,"Wheat, barley, buckwheat",TRUE,TRUE,,,,,,,,,,,TRUE,,,
259,Kyung-lung Mesa,,,BA111235,Hordeum grain,TRUE,1745,20,,,,d'Alpoim Guedes 2013,"Wheat, barley, buckwheat",TRUE,TRUE,,,,,,,,,,,TRUE,,,
259,Kyung-lung Mesa,,,BA111234,Carbonized matrix(dung?),FALSE,1780,20,,,,d'Alpoim Guedes 2013,"Wheat, barley, buckwheat",TRUE,TRUE,,,,,,,,,,,TRUE,,,
260,Lagalamaerma ,100.13,37.34,Beta-324457 ,Barley,TRUE,3060,30,,,,Chen et al. 2015,Barley,,TRUE,,,,,,,,,,,,,,
261,Lahuradewa,82.95,26.77,,,TRUE,,,7000-3000 BC,8950,4950,Tewari et al. 2006; 2008,"Wild Setaria, wild rice",,,TRUE,,,TRUE,,,,,,,,,,
262,Lahuradewa,82.95,26.77,,,TRUE,,,2500-2000 BC,4450,3950,Tewari et al. 2006; 2008,"Rice, wheat, barley, setaria",TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,
263,Lahuradewa,82.95,26.77,,,TRUE,,,1800-1000 BC,3750,2950,Tewari et al. 2006; 2008,Rice,,,,,,TRUE,,,,,,,,,,
264,Lakeaiken Grottoes,81.8,41.52,ZK-2444,Wheat straws,TRUE,1710,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",,,,,,,,,,,,,,,,,
265,"Lal Qila, Uttar Pradesh",78.25,28.51,,,FALSE,,,1800-1200 BC,3750,3150,Kajale 1995,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
266,Lalongwa ,102.06,36.19,BA110894 ,Barley,TRUE,2685,30,,,,Chen et al. 2015,Barley,,TRUE,,,,,,,,,,,,,,
267,Lamuzui ,102.37,35.76,Beta-292120 ,Barley,TRUE,2520,40,,,,Chen et al. 2015,"Broomcorn millet, Barley",,TRUE,,TRUE,,,,,,,,,,,,
268,LÃƒÂ ng Ca,105.43,21.31,,Rice,TRUE,2235,40,400-200 BC,2350,2150,Nyugen 1998,Rice,,,,,,TRUE,,,,,,,,,,
269,LÃƒÂ ng Vac,104.85,19.15,,,FALSE,,,600-500 BC,2550,2450,Nyugen 1998,Rice,,,,,,TRUE,,,,,,,,,,
270,Lao Pako,102.86,18.16,,,FALSE,,,200 BC- 300 AD,2150,1650,KÃƒ_llÃƒÂ©n 2004; Bowdery 1999,Rice,,,,,,TRUE,,,,,,,,,,
271,Lao Pako,102.86,18.16,,,FALSE,,,2600-2200 BC,4550,4150,KÃƒ_llÃƒÂ©n 2004; Bowdery 1999,Rice,,,,,,TRUE,,,,,,,,,,
272,Laohuzui,107.13,35.95,BA110866,Charred millet seeds,TRUE,3870,30,,,,Dong et al.2014,,,,,,,,,,,,,,,,,
273,Liangchengzhen,119.57,35.58,,Indirect date based on material culture,FALSE,,,ca. 2500—1900 BC,4450,3850,"Crawford et al., 2005","Wheat, Rice,foxtail millet, broomcorn millet",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
274,Liangzhu,119.99,30.41,,,,,,3300-2300 BC,5250,4250,Fuller et al. 2007; 2009,Rice,,,,,,TRUE,,,,,,,,,,
275,Linjia,103.4,35.65,ZK-0522,Charred millet seeds,TRUE,4110,95,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991","Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
276,Liujiangzhuang (LJZDN),111.46,35.38,,,FALSE,,,1600-1200 BC,3550,3150,Song 2011,"Rice, Foxtail Millet, Broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
277,Liuwanshagou ,102.56,36.44,BA110906 ,Foxtail Millet,TRUE,3840,25,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
278,Loebanhr 3,119.99,30.4,,,FALSE,,,1700-1400 BC,3650,3350,Costantini 1987,"Rice, Wheat, Barley",,,TRUE,TRUE,,TRUE,,,,,,,,,,
279,Longnan,120.64,31.16,,,FALSE,,,3500-3200 BC,5450,5150,"Tang, Min and Sato 1993",Rice,,,,,,TRUE,,,,,,,,,,
280,Longqiuzhuang,119.5,32.84,,,,,,5000-4000 BC,6950,5950,Huang and Zhang 2000 ,Rice,,,,,,TRUE,,,,,,,,,,
281,Longqiuzhuang,119.5,32.84,,,,,,4000-3000 BC,5950,4950,Huang and Zhang 2000 ,Rice,,,,,,TRUE,,,,,,,,,,
282,Longshan,101.19,36.73,BA110910,Barley,TRUE,2790,20,,,,Dong et al.2014,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
282,Longshan,101.19,36.73,BA110910 ,Wheat,TRUE,2790,20,,,,Chen et al. 2015,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
282,Longshan,101.19,36.73,BA110910,Charred barly seeds,TRUE,2790,20,,,,Dong et al.2014,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
283,Lothal,72.25,22.52,,,FALSE,,,2000 BC,3950,3950,Rao and Lal 1985,Rice,,,,,,TRUE,,,,,,,,,,
284,Loujiang,121.36,29.98,,,TRUE,,,2830-2490 BC,4780,4440,Atahan et al 2008,Rice,,,,,,TRUE,,,,,,,,,,
285,Luanzagangzi,89.19,43.75,UBA-9061,Wheat (Triticum aestivum/durum),TRUE,3000,24,,,,"Jia et al., 2011","Wheat, barley, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,,,,,,
286,Lubang Angin,114.78,3.95,,,FALSE,,,700 BC- 500 AD,2650,1450, Doherty et al 2000,Rice,,,,,,TRUE,,,,,,,,,,
287,Luojiajiao,120.55,30.63,,,FALSE,,,5200-4800 BC,7150,6750,Wasafalse 1995; Zheng et al. 2007,Rice,,,,,,TRUE,,,,,,,,,,
288,Luokou NE,113,34.67,,,FALSE,,,1900-1500 BC,3850,3450,Lee et al. 2007,"Rice, Broomcorn, Foxtail millet",TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,
289,Luowalinchang,101.94,35.95,BA110895 ,Barley,TRUE,3055,40,,,,Chen et al. 2015,"Foxtail, broomcorn millet, barley, wheat",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
289,Luowalinchang,101.94,35.95,Beta-303691 ,Barley,TRUE,3050,30,,,,Chen et al. 2015,"Foxtail, broomcorn millet, barley, wheat",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
290,Luowalinchang ,101.94,35.95,Beta-24458 ,Foxtail Millet,TRUE,4110,30,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
290,Luowalinchang ,101.94,35.95,BA120197 ,Broomcorn,TRUE,4470,25,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
291,Madnapur,80.11,28.06,,,FALSE,,,1000-650 BC,2950,2600,Chanchala 2004a,"Wheat, barley, Eleusine, Rice",TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,
292,Maegok-dong,129.37,35.65,,,TRUE,,,1060-890 BC,2010,2840,Niyama 2006,"Rice, wheat, barley, foxtail millet",TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,
293,Maekawa,140.39,40.81,,,TRUE,,,370-200 BC,2320,2150,Tanaka et al. 2010,Rice,,,,,,TRUE,,,,,,,,,,
294,"Magha, Dt. Mirzapur, U.P.",82.56,25.15,,,FALSE,,,1000-600 BC,2950,2550,Vishnu-Mittre et al. 1984,"Echifalsecloa, Paspalum, Rice",,,,,,TRUE,,TRUE,TRUE,,,,,,,
295,Mahagara,82.05,24.91,,,FALSE,,,2000-1300 BC,3950,3250,Vishnu-Mittre et al. 1984,"Barley, Rice",,TRUE,,,,TRUE,,,,,,,,,,
296,Majeon-ri,127.09,36.09,,,FALSE,,,800-400 BC,2750,2350,Lee 2004,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
297,Majiabang,120.75,30.73,,,FALSE,,,5000-4000 BC,6950,5950,Wasafalse 1995; see Fuller and Qin 2009,Rice,,,,,,TRUE,,,,,,,,,,
298,Malhar,83.27,25,,,TRUE,,,1600-800 BC,3550,2750,Tewari et al. 2000; Saraswat 2004b,"Wheat, barley, eleusine, paspalum, sorghum",TRUE,TRUE,,,,,,,TRUE,,,,,,TRUE,
299,Malhar ,83.27,25,,,TRUE,,,2200-1600 BC,4150,3550,Tewari et al. 2000; Saraswat 2004b,"Barley, Rice",,TRUE,,,,TRUE,,,,,,,,,,
300,Mangudi,77.56,9.41,,,FALSE,,,300 BC- 300 AD,2250,1650,Cooke et al. 2005,"Bracharia, Echifalsecloa, Rice",,,,,,TRUE,,TRUE,,,,,,TRUE,,
301,"Manjhi, Dt. Saran",84.86,25.92,,,FALSE,,,300 BC - 0 AD,2250,1950,Chanchala 2001,"Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
302,Mantai,79.96,8.96,,,FALSE,,,200 BC- 100 AD,2150,2050,Kajale 1990b,"Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
303,Maojiashan,112.19,30.35,,,FALSE,,,4500-3500 BC,6450,5450,An 1999,Rice,,,,,,TRUE,,,,,,,,,,
304,Maqiao,121.46,31.16,,,FALSE,,,2200-1800 BC,4150,3750,Luan et al 2007,Rice,,,,,,TRUE,,,,,,,,,,
305,Margarita,130.2,33.54,,,FALSE,,,750-400 BC,2700,2350,Fujio 2004; Takahashi 2009,Rice,,,,,,TRUE,,,,,,,,,,
306,Matun,112.84,34.61,SNU04986,Charred millet seeds,TRUE,3590,60,,,,Lee et al.2007,"Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
307,Mawangcun,108.7,34.1,SA97029,Charred millet seeds,TRUE,2850,50,,,,Panel of Xia-Shang-Zhou Chrofalselogy Project.2000,"Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
307,Mawangcun,108.7,34.1,SA97030,Charred millet seeds,TRUE,2900,50,,,,Panel of Xia-Shang-Zhou Chrofalselogy Project.2000,"Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
307,Mawangcun,108.7,34.1,ZK-5724,Charred millet seeds,TRUE,2860,33,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2002","Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
308,Mazhaerbaihe Grottoes,83.46,41.77,ZK-2415,Wheat straws,TRUE,1340,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
309,Mehrgarh,67.61,29.39,,Charcoal,,,,5300—4700 cal. BC,7250,6650,"Costantini, 1984 and Meadow, 1996","Barley, wheat",TRUE,TRUE,,,,,,,,,,,,,,
310,Mebrak I,83.84,28.83,,,FALSE,,,1000-400 BC,2950,2350,Kfalsezer 2000,"Barley, Buckwheat, Flax",,TRUE,,,,,,,,,,,TRUE,,,
311,Mebrak II,83.84,28.83,,,FALSE,,,400 BC - 100 AD,2350,1850,Kfalsezer 2000,"Barley, Buckwheat, Flax, Wheat, Broomcorn millet",TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,
312,Mebrak III,83.84,28.83,,,FALSE,,,AD 800-1200,1150,750,Kfalsezer 2000,"Barley, Buckwheat, Flax, Wheat, Broomcorn millet",TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,
313,Mebrak IV,83.84,28.83,,,FALSE,,,AD 1200-1800,750,150,Kfalsezer 2000,"Barley, Buckwheat",TRUE,,,,,,,,,,,,TRUE,,,
314,Mijiawan ,102.33,36.55,Beta-314721 ,Foxtail Millet,TRUE,3900,30,,,,Chen et al. 2015,Broomcorn millet,,,,TRUE,,,,,,,,,TRUE,,,
315,Misa-ri,127.21,37.57,,,FALSE,,,1300-800 BC,3250,2750,Yun & Lee 1994,Rice,,,,,,TRUE,,,,,,,,,,
316,Mitathal,76.17,28.89,,,FALSE,,,2000-1400 BC,3950,3350,Willcox 1992,"Wheat, barley, Rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
317,Mlu Prei,105.28,13.81,,,FALSE,,,2000-500 BC,3950,2450,Vanna 2001 ,Rice,,,,,,TRUE,,,,,,,,,,
318,Mozuizi,102.65,37.79,OZK667,Wheat seed,TRUE,2115,50,,,,Dodson et al.2013,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
319,Nabatake,129.96,33.45,,,FALSE,,,1000-700 BC,2950,2650,Takahashi 2009; Fujio 2004; Imamura 1996: 136,"Rice, broomcorn millet",,,,TRUE,,TRUE,,,,,,,,,,
320,Nagda,75.41,23.46,,,FALSE,,,300 BC- 300 AD,2250,1650,Vishnu-Mittre 1974,Rice,,,,,,TRUE,,,,,,,,,,
321,Naikund,79.17,21.33,,,FALSE,,,1000-300 BC,2950,2250,"Kajale 1989b, Kajale 1982","Rice, Wheat",TRUE,,,,,TRUE,,,,,,,,,,
322,Naimisharanya,80.68,27.57,,,FALSE,,,200 BC- 300 AD,2150,1650,Chanchala 2009,"Rice, Barley, Echifalsecloa, Setaria",,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,
323,Namgyong,125.93,39.07,,,FALSE,,,1210-970 BC,3160,2920,Kim & Seok 1984,"Rice, millet (?)",,,,,TRUE,TRUE,,,,,,,,,,
324,Nanbiqiao,99.43,23.55,,,FALSE,,,1200 BC,3150,3150,An 1999,Rice,,,,,,TRUE,,,,,,,,,,
325,Nanhebang,120.88,30.75,,,FALSE,,,4000-3300 BC,5950,5250,Zheng 2004; Fuller &al. 2007,Rice,,,,,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08810,Charred millet seeds,TRUE,4480,45,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08815,Charred millet seeds,TRUE,4645,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08807,Charred millet seeds,TRUE,4655,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08811,Charred millet seeds,TRUE,4690,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08805,Charred millet seeds,TRUE,5195,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08804,Charred millet seeds,TRUE,5550,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08818,Charred millet seeds,TRUE,4505,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08816,Charred millet seeds,TRUE,4530,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08814,Charred millet seeds,TRUE,4535,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08809,Charred millet seeds,TRUE,4685,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08803,Charred millet seeds,TRUE,5220,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
326,Nanjiaokou,111.28,34.72,BA08819,Charred millet seeds,TRUE,5550,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
327,Nankuanli,121.42,25.14,,,FALSE,,,3000-2500 BC,4950,4450,Tsang 2005; Lu 2005,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
328,Nansha,109.72,34.49,OZM459,Wheat seed,TRUE,3260,35,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
328,Nansha,109.72,34.49,OZM460,Wheat seed,TRUE,3275,30,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
328,Nansha,109.72,34.49,OZM458,Wheat seed,TRUE,3300,30,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
329,Nanshansi ,102.48,36.45,BA110905 ,Foxtail Millet,TRUE,3680,25,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
330,Nanshi,112.91,34.69,TO11418,Charred millet seeds,TRUE,3740,70,,,,Lee et al.2007,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
331,Narhan,83.53,26.36,,,FALSE,,,1300-800 BC,3250,2750,Saraswat 1993b,"Wheat, barley, rice, broomcorn millet, Paspalum, Echifalsecloa, Pennesitum",TRUE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,,,,,,TRUE
332,Narhan ,83.53,26.36,,,FALSE,,,800-200 BC,2750,2150,Saraswat 1993b,"Wheat, barley, rice, broomcorn millet, Paspalum, Echifalsecloa, Pennesitum",TRUE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,,,,,,TRUE
333,Navdatoli,75.6,22.18,,,FALSE,,,1500-1100 BC,3450,3050,Vishnu-Mittre 1961,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
334,Nazakibaru,127.66,26.21,,,FALSE,,,800-1000 AD,1150,950,Takamiya 2001,"Wheat, barley, rice, foxtail millet",TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,
335,Neukdo B,128.04,34.92,,,FALSE,,,100 BC- 0 AD,2050,1950,Pusan National University Museum 1989,Rice,,,,,,TRUE,,,,,,,,,,
336,Neukdo C,128.04,34.92,,,FALSE,,,100 BC- 0 AD,2050,1950,Dong-A University Museum 2005,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
337,"Nevasa (1959-60 season, & 1973 sampling)",74.9,19.57,,,FALSE,,,300 BC- 300 AD,2250,1650,Kajale 1977b,"Rice, Eleusine, Barley, Wheat, Paspalum, Sorghum, Pennesitum ",TRUE,TRUE,,,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE
338,Niah Cave,113.78,3.81,,,FALSE,,,3800-3700 BC,5750,5650,Oliveira 2008,Rice,,,,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,?,Rice,TRUE,2490,40,,,,Weber 2010,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,?,Charcoal,FALSE,2490,40,,,,Weber 2010,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,?,Charcoal,FALSE,2520,40,,,,Weber 2010,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,?,Rice,TRUE,2550,40,,,,Weber 2010,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,OxA-35100,Foxtail millet,TRUE,2422,27,,,,d'Alpoim Guedes et al in Prep,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,OxA-35098,Rice,TRUE,2506,27,,,,d'Alpoim Guedes et al in Prep,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,OxA-35099,Foxtail millet,TRUE,2543,27,,,,d'Alpoim Guedes et al in Prep,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,OxA-35101,Foxtail millet,TRUE,2447,26,,,,d'Alpoim Guedes et al in Prep,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,OxA-35096,Rice,TRUE,2446,25,,,,d'Alpoim Guedes et al in Prep,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
339,Nil Kham Haeng,100.66,14.96,OxA-35097,Rice,TRUE,2502,25,,,,d'Alpoim Guedes et al in Prep,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
340,Nimrud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,falseen U-Loke,102.26,15.26,,,FALSE,,,300 BC- 500 AD,2250,1450,Higham and Thosarat 2007; Higham 2004,Rice,,,,,,TRUE,,,,,,,,,,
342,falseh,77.44,27.19,,,FALSE,,,800 BC- 300 AD,2750,1650,Vishnu-Mittre and Savithri 1974,"Barley, Rice",,TRUE,,,,TRUE,,,,,,,,,,
343,falsen Dua ,103.92,15.56,,,FALSE,,,500 BC- 0 AD,2450,1950,Vincent 2002,Rice,,,,,,TRUE,,,,,,,,,,
344,falsen Mak La,100.67,14.96,,,FALSE,,,,,,d'Alpoim Guedes in Prep,Foxtail millet,,,TRUE,,,,,,,,,,,,,
344,falsen Mak La,100.67,14.96,,,FALSE,,,,,,d'Alpoim Guedes in Prep,Foxtail millet,,,TRUE,,,,,,,,,,,,,
345,falsen Muang Kao,102.29,15.22,,,FALSE,,,0-400 AD,1950,1550,O'Reilly 2007 ; C. Higham 2002 ,Rice,,,,,,TRUE,,,,,,,,,,
346,falsen falsei,103.28,16.05,,,,,,900-600 BC,2850,2550,Vincent 2002,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,X-2586-16,Human bone,FALSE,2505,31,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,X-2586-19,Human bone,FALSE,2564,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,X-2586-18,Human bone,FALSE,3102,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,X-2586-17,Human bone,FALSE,3146,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30644,Human bone,FALSE,2788,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30395,Human bone,FALSE,2536,28,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30396,Human bone,FALSE,3028,28,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30392,Human bone,FALSE,3059,28,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30391,Human bone,FALSE,2414,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30393,Human bone,FALSE,2473,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30394,Human bone,FALSE,2566,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,X-2586-15,Human bone,FALSE,2570,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
